IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.90.192.112,443,443,true,FRA,Europe,Frankfurt,175,0.00
34.90.88.12,443,443,true,FRA,Europe,Frankfurt,176,0.00
34.105.189.25,443,443,true,LHR,Europe,London,178,0.00
34.65.7.63,443,0,true,FRA,Europe,Frankfurt,178,0.00
34.65.7.63,443,0,true,FRA,Europe,Frankfurt,188,0.00
34.65.7.63,443,0,true,FRA,Europe,Frankfurt,188,0.00
34.72.23.190,8080,80,false,ORD,North America,Chicago,205,0.00
34.70.91.86,443,443,true,ORD,North America,Chicago,205,0.00
35.239.72.131,80,0,false,ORD,North America,Chicago,205,0.00
34.72.23.190,8080,0,false,ORD,North America,Chicago,205,0.00
35.202.158.120,443,443,true,ORD,North America,Chicago,205,0.00
34.121.17.180,80,0,false,ORD,North America,Chicago,205,0.00
34.68.51.16,80,0,false,ORD,North America,Chicago,206,0.00
35.202.158.120,443,443,true,ORD,North America,Chicago,206,0.00
34.72.23.190,8080,80,false,ORD,North America,Chicago,206,0.00
34.27.194.227,8443,0,true,ORD,North America,Chicago,206,0.00
35.202.7.148,80,0,false,ORD,North America,Chicago,207,0.00
34.122.129.224,443,443,true,ORD,North America,Chicago,207,0.00
34.116.152.212,443,0,true,FRA,Europe,Frankfurt,211,0.00
34.150.180.124,443,443,true,IAD,North America,Ashburn,213,0.00
34.73.111.106,80,0,false,ATL,North America,Atlanta,218,0.00
35.243.254.173,80,0,false,ATL,North America,Atlanta,221,0.00
34.116.152.212,443,0,true,FRA,Europe,Frankfurt,280,0.00
34.160.196.135,80,80,false,SIN,Asia Pacific,Singapore,931,0.00
